,Questions,Answers,Label
32,"What did Duryodhana say to his teacher, Drona?","Arjuna said, ""O Madhusudana, how can I fight in battle with arrows against Bhishma and Drona, who are worthy of being worshipped, O destroyer of enemies?""",0
33,Which warriors from the Pandava army did Duryodhana first talk about?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
34,Which warriors from the Pandava army did Duryodhana first talk about?,"Dhrishtaketu, Chekitana, the valiant king of Kasi, Purujit, Kuntibhoja, and Saibya—the best of men.",0
35,Which warriors from the Pandava army did Duryodhana first talk about?,"The strong Yudhamanyu and the brave Uttamaujas, the son of Subhadra (Abhimanyu, the son of Subhadra and Arjuna), and the sons of Draupadi, all of them great charioteers (great heroes).""",0
36,Which warriors from the Pandava army did Duryodhana first talk about?,"Drona, Bhishma, Jayadratha, Karna, and other brave warriors have already been slain by Me; do not be distressed with fear; fight and you shall conquer your enemies in battle.",0
37,Which warriors from the Pandava army did Duryodhana first talk about?,"All the sons of Dhritarashtra, along with the hosts of kings of the earth, Bhishma, Drona, and Karna, as well as the chief among our warriors.",0
38,Which warriors from the Pandava army did Duryodhana first talk about?,"The king of Kasi, an excellent archer, Sikhandi, the mighty car-warrior, Dhrishtadyumna, Virata, and Satyaki, the unconquered.",0
39,Which warriors from the Pandava army did Duryodhana first talk about?,"Hrishikesha blew the Panchajanya, Arjuna blew the Devadatta, and Bhima, the wolf-bellied doer of terrible deeds, blew the great conch Paundra.",0
40,Which warriors from the Pandava army did Duryodhana first talk about?,"The king of Kasi, an excellent archer, Sikhandi, the mighty car-warrior, Dhrishtadyumna, Virata, and Satyaki, the unconquered.",0
41,Which warriors from the Pandava army did Duryodhana first talk about?,"All the sons of Dhritarashtra, along with the hosts of kings of the earth, Bhishma, Drona, and Karna, as well as the chief among our warriors.",0
42,Which warriors from the Pandava army did Duryodhana first talk about?,"Here are heroes, mighty archers, equal in battle to Bhima and Arjuna, Yuyudhana (Satyaki), Virata, and Drupada—all mighty warriors.",0
43,Which warriors from the Pandava army did Duryodhana first talk about?,"""Thou thyself, Bhishma, Karna, Kripa, the victorious in war, Asvatthama, Vikarna, and Bhurisrava, the son of Somadatta—all these are ready for battle.""",0
44,Who was the king from Kashi who fought in the Mahabharata war?,"Sanjaya said: Having spoken thus to Hrishikesha, the Lord of the senses, Arjuna, the conqueror of sleep and destroyer of foes, said, ""I will not fight,"" and became silent.",0
45,Who was the king from Kashi who fought in the Mahabharata war?,"Arjuna said, ""O Madhusudana, how can I fight in battle with arrows against Bhishma and Drona, who are worthy of being worshipped, O destroyer of enemies?""",0
46,Who was the king from Kashi who fought in the Mahabharata war?,"Drona, Bhishma, Jayadratha, Karna, and other brave warriors have already been slain by Me; do not be distressed with fear; fight and you shall conquer your enemies in battle.",0
47,Who was the king from Kashi who fought in the Mahabharata war?,"The strong Yudhamanyu and the brave Uttamaujas, the son of Subhadra (Abhimanyu, the son of Subhadra and Arjuna), and the sons of Draupadi, all of them great charioteers (great heroes).""",0
48,Who was the king from Kashi who fought in the Mahabharata war?,"And, among the household priests of kings, O Arjuna, know Me to be the chief, Brihaspati; among the army generals, I am Skanda; among lakes, I am the ocean.",0
49,Who was the king from Kashi who fought in the Mahabharata war?,"Dhritarashtra said, ""What did my people and the sons of Pandu do when they had assembled together, eager for battle, on the holy plain of Kurukshetra, O Sanjaya?""",0
50,Who was the king from Kashi who fought in the Mahabharata war?,"Sanjaya said: Having seen the army of the Pandavas drawn up in battle array, King Duryodhana approached his teacher, Drona, and spoke these words.",0
51,Who was the king from Kashi who fought in the Mahabharata war?,"Here are heroes, mighty archers, equal in battle to Bhima and Arjuna, Yuyudhana (Satyaki), Virata, and Drupada—all mighty warriors.",0
52,Who was the king from Kashi who fought in the Mahabharata war?,"For I desire to observe those who are assembled here to fight, wishing to please in battle the evil-minded Duryodhana—the son of Dhritarashtra.",0
53,Who was the king from Kashi who fought in the Mahabharata war?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
54,Who was the king from Kashi who fought in the Mahabharata war?,"Dhrishtaketu, Chekitana, the valiant king of Kasi, Purujit, Kuntibhoja, and Saibya—the best of men.",0
55,Which other warriors from the Pandava army did Duryodhana talk about?,"Drupada and the sons of Draupadi, O Lord of the Earth, and the son of Subhadra, the mighty-armed, blew their conches each separately.",0
56,Which other warriors from the Pandava army did Duryodhana talk about?,"Drona, Bhishma, Jayadratha, Karna, and other brave warriors have already been slain by Me; do not be distressed with fear; fight and you shall conquer your enemies in battle.",0
57,Which other warriors from the Pandava army did Duryodhana talk about?,"All the sons of Dhritarashtra, along with the hosts of kings of the earth, Bhishma, Drona, and Karna, as well as the chief among our warriors.",0
58,Which other warriors from the Pandava army did Duryodhana talk about?,"The king of Kasi, an excellent archer, Sikhandi, the mighty car-warrior, Dhrishtadyumna, Virata, and Satyaki, the unconquered.",0
59,Which other warriors from the Pandava army did Duryodhana talk about?,"Hrishikesha blew the Panchajanya, Arjuna blew the Devadatta, and Bhima, the wolf-bellied doer of terrible deeds, blew the great conch Paundra.",0
60,Which other warriors from the Pandava army did Duryodhana talk about?,"Sanjaya said: Having seen the army of the Pandavas drawn up in battle array, King Duryodhana approached his teacher, Drona, and spoke these words.",0
61,Which other warriors from the Pandava army did Duryodhana talk about?,"Here are heroes, mighty archers, equal in battle to Bhima and Arjuna, Yuyudhana (Satyaki), Virata, and Drupada—all mighty warriors.",0
62,Which other warriors from the Pandava army did Duryodhana talk about?,"All the sons of Dhritarashtra, along with the hosts of kings of the earth, Bhishma, Drona, and Karna, as well as the chief among our warriors.",0
63,Which other warriors from the Pandava army did Duryodhana talk about?,"For I desire to observe those who are assembled here to fight, wishing to please in battle the evil-minded Duryodhana—the son of Dhritarashtra.",0
64,Which other warriors from the Pandava army did Duryodhana talk about?,"Drona, Bhishma, Jayadratha, Karna, and other brave warriors have already been slain by Me; do not be distressed with fear; fight and you shall conquer your enemies in battle.",0
65,Which other warriors from the Pandava army did Duryodhana talk about?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
66,Why was Duryodhana taking names of all the warriors in the Mahabharata war?,"The king of Kasi, an excellent archer, Sikhandi, the mighty car-warrior, Dhrishtadyumna, Virata, and Satyaki, the unconquered.",0
67,Why was Duryodhana taking names of all the warriors in the Mahabharata war?,"Hrishikesha blew the Panchajanya, Arjuna blew the Devadatta, and Bhima, the wolf-bellied doer of terrible deeds, blew the great conch Paundra.",0
68,Why was Duryodhana taking names of all the warriors in the Mahabharata war?,"Dhrishtaketu, Chekitana, the valiant king of Kasi, Purujit, Kuntibhoja, and Saibya—the best of men.",0
69,Why was Duryodhana taking names of all the warriors in the Mahabharata war?,"The strong Yudhamanyu and the brave Uttamaujas, the son of Subhadra (Abhimanyu, the son of Subhadra and Arjuna), and the sons of Draupadi, all of them great charioteers (great heroes).""",0
70,Why was Duryodhana taking names of all the warriors in the Mahabharata war?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
71,Why was Duryodhana taking names of all the warriors in the Mahabharata war?,"The king of Kasi, an excellent archer, Sikhandi, the mighty car-warrior, Dhrishtadyumna, Virata, and Satyaki, the unconquered.",0
72,Why was Duryodhana taking names of all the warriors in the Mahabharata war?,"Sanjaya said: Having seen the army of the Pandavas drawn up in battle array, King Duryodhana approached his teacher, Drona, and spoke these words.",0
73,Why was Duryodhana taking names of all the warriors in the Mahabharata war?,"Drona, Bhishma, Jayadratha, Karna, and other brave warriors have already been slain by Me; do not be distressed with fear; fight and you shall conquer your enemies in battle.",0
74,Why was Duryodhana taking names of all the warriors in the Mahabharata war?,"All the sons of Dhritarashtra, along with the hosts of kings of the earth, Bhishma, Drona, and Karna, as well as the chief among our warriors.",0
75,Why was Duryodhana taking names of all the warriors in the Mahabharata war?,"For I desire to observe those who are assembled here to fight, wishing to please in battle the evil-minded Duryodhana—the son of Dhritarashtra.",0
76,Why was Duryodhana taking names of all the warriors in the Mahabharata war?,"Dhrishtaketu, Chekitana, the valiant king of Kasi, Purujit, Kuntibhoja, and Saibya—the best of men.",0
77,Who were the warriors on the Kaurava side that Duryodhana mentioned about?,"And among the Rudras, I am Sankara; among the Yakshas and Rakshasas, the Lord of Wealth (Kubera); among the Vasus, I am Pavaka (Fire); and among the seven mountains, I am Meru.",0
78,Who were the warriors on the Kaurava side that Duryodhana mentioned about?,"Here are heroes, mighty archers, equal in battle to Bhima and Arjuna, Yuyudhana (Satyaki), Virata, and Drupada—all mighty warriors.",0
79,Who were the warriors on the Kaurava side that Duryodhana mentioned about?,"The strong Yudhamanyu and the brave Uttamaujas, the son of Subhadra (Abhimanyu, the son of Subhadra and Arjuna), and the sons of Draupadi, all of them great charioteers (great heroes).""",0
80,Who were the warriors on the Kaurava side that Duryodhana mentioned about?,"Sanjaya said: Having seen the army of the Pandavas drawn up in battle array, King Duryodhana approached his teacher, Drona, and spoke these words.",0
81,Who were the warriors on the Kaurava side that Duryodhana mentioned about?,"For I desire to observe those who are assembled here to fight, wishing to please in battle the evil-minded Duryodhana—the son of Dhritarashtra.",0
82,Who were the warriors on the Kaurava side that Duryodhana mentioned about?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
83,Who were the warriors on the Kaurava side that Duryodhana mentioned about?,"Here are heroes, mighty archers, equal in battle to Bhima and Arjuna, Yuyudhana (Satyaki), Virata, and Drupada—all mighty warriors.",0
84,Who were the warriors on the Kaurava side that Duryodhana mentioned about?,"Drona, Bhishma, Jayadratha, Karna, and other brave warriors have already been slain by Me; do not be distressed with fear; fight and you shall conquer your enemies in battle.",0
85,Who were the warriors on the Kaurava side that Duryodhana mentioned about?,"""Thou thyself, Bhishma, Karna, Kripa, the victorious in war, Asvatthama, Vikarna, and Bhurisrava, the son of Somadatta—all these are ready for battle.""",0
86,Who were the warriors on the Kaurava side that Duryodhana mentioned about?,"Dhritarashtra said, ""What did my people and the sons of Pandu do when they had assembled together, eager for battle, on the holy plain of Kurukshetra, O Sanjaya?""",0
87,Who were the warriors on the Kaurava side that Duryodhana mentioned about?,"Arjuna said, ""O Madhusudana, how can I fight in battle with arrows against Bhishma and Drona, who are worthy of being worshipped, O destroyer of enemies?""",0
88,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"Arjuna said, ""O mighty-armed Hrishikesa, I desire to know the essence or truth of renunciation and abandonment severally, O slayer of Kesi.""",0
89,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"Sanjaya said: Having spoken thus to Hrishikesha, the Lord of the senses, Arjuna, the conqueror of sleep and destroyer of foes, said, ""I will not fight,"" and became silent.",0
90,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"Sanjaya said: Having seen the army of the Pandavas drawn up in battle array, King Duryodhana approached his teacher, Drona, and spoke these words.",0
91,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"For I desire to observe those who are assembled here to fight, wishing to please in battle the evil-minded Duryodhana—the son of Dhritarashtra.",0
92,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
93,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"Arjuna said, ""O mighty-armed Hrishikesa, I desire to know the essence or truth of renunciation and abandonment severally, O slayer of Kesi.""",0
94,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"The Blessed Lord said, ""I am the full-grown, world-destroying Time, now engaged in destroying the worlds. Even without you, none of the warriors arrayed in the hostile armies will live.""",0
95,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"The Blessed Lord said: He who performs his bounden duty without depending on the fruits of his actions—he is a sannyasi and a yogi, not he who is without fire and without action.",0
96,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"Dhrishtaketu, Chekitana, the valiant king of Kasi, Purujit, Kuntibhoja, and Saibya—the best of men.",0
97,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"Dhritarashtra said, ""What did my people and the sons of Pandu do when they had assembled together, eager for battle, on the holy plain of Kurukshetra, O Sanjaya?""",0
98,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"Behold, O Teacher! This mighty army of the sons of Pandu, arrayed by the son of Drupada, thy wise disciple.",0
99,What did Duryodhana say while comparing his army with the Pandava army?,"Therefore, do all of you, stationed in your respective positions in the several divisions of the army, protect Bhishma alone.",0
100,What did Duryodhana say while comparing his army with the Pandava army?,"Sanjaya said: Having seen the army of the Pandavas drawn up in battle array, King Duryodhana approached his teacher, Drona, and spoke these words.",0
101,What did Duryodhana say while comparing his army with the Pandava army?,"For I desire to observe those who are assembled here to fight, wishing to please in battle the evil-minded Duryodhana—the son of Dhritarashtra.",0
102,What did Duryodhana say while comparing his army with the Pandava army?,"Drona, Bhishma, Jayadratha, Karna, and other brave warriors have already been slain by Me; do not be distressed with fear; fight and you shall conquer your enemies in battle.",0
103,What did Duryodhana say while comparing his army with the Pandava army?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
104,What did Duryodhana say while comparing his army with the Pandava army?,"Drupada and the sons of Draupadi, O Lord of the Earth, and the son of Subhadra, the mighty-armed, blew their conches each separately.",0
105,What did Duryodhana say while comparing his army with the Pandava army?,"""Thou thyself, Bhishma, Karna, Kripa, the victorious in war, Asvatthama, Vikarna, and Bhurisrava, the son of Somadatta—all these are ready for battle.""",0
106,What did Duryodhana say while comparing his army with the Pandava army?,"Dhritarashtra said, ""What did my people and the sons of Pandu do when they had assembled together, eager for battle, on the holy plain of Kurukshetra, O Sanjaya?""",0
107,What did Duryodhana say while comparing his army with the Pandava army?,"Others again sacrifice all the functions of the senses and those of the breath (vital energy, or Prana) in the fire of the Yoga of self-restraint, kindled by knowledge.",0
108,What did Duryodhana say while comparing his army with the Pandava army?,"All the sons of Dhritarashtra, along with the hosts of kings of the earth, Bhishma, Drona, and Karna, as well as the chief among our warriors.",0
109,What did Duryodhana say while comparing his army with the Pandava army?,"Arjuna said, ""O Madhusudana, how can I fight in battle with arrows against Bhishma and Drona, who are worthy of being worshipped, O destroyer of enemies?""",0
110,What did Duryodhana ask Drona to primarily do during the war?,"Hrishikesha blew the Panchajanya, Arjuna blew the Devadatta, and Bhima, the wolf-bellied doer of terrible deeds, blew the great conch Paundra.",0
111,What did Duryodhana ask Drona to primarily do during the war?,"In front of Bhishma and Drona, and all the rulers of the earth, he said: ""O Arjuna, son of Pritha, behold these Kurus gathered together.""",0
112,What did Duryodhana ask Drona to primarily do during the war?,"Sanjaya said: Having seen the army of the Pandavas drawn up in battle array, King Duryodhana approached his teacher, Drona, and spoke these words.",0
113,What did Duryodhana ask Drona to primarily do during the war?,"""Thou thyself, Bhishma, Karna, Kripa, the victorious in war, Asvatthama, Vikarna, and Bhurisrava, the son of Somadatta—all these are ready for battle.""",0
114,What did Duryodhana ask Drona to primarily do during the war?,"Therefore, do all of you, stationed in your respective positions in the several divisions of the army, protect Bhishma alone.",0
115,What did Duryodhana ask Drona to primarily do during the war?,"Sanjaya said: To him, who was thus overcome with pity, despondent, with eyes full of tears and agitated, Madhusudana (the destroyer of Madhu) or Krishna spoke these words.",0
116,What did Duryodhana ask Drona to primarily do during the war?,"Arjuna said, ""O Madhusudana, how can I fight in battle with arrows against Bhishma and Drona, who are worthy of being worshipped, O destroyer of enemies?""",0
117,What did Duryodhana ask Drona to primarily do during the war?,"Dhritarashtra said, ""What did my people and the sons of Pandu do when they had assembled together, eager for battle, on the holy plain of Kurukshetra, O Sanjaya?""",0
118,What did Duryodhana ask Drona to primarily do during the war?,"All the sons of Dhritarashtra, along with the hosts of kings of the earth, Bhishma, Drona, and Karna, as well as the chief among our warriors.",0
119,What did Duryodhana ask Drona to primarily do during the war?,"For I desire to observe those who are assembled here to fight, wishing to please in battle the evil-minded Duryodhana—the son of Dhritarashtra.",0
120,What did Duryodhana ask Drona to primarily do during the war?,"Hrishikesha blew the Panchajanya, Arjuna blew the Devadatta, and Bhima, the wolf-bellied doer of terrible deeds, blew the great conch Paundra.",0
121,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"Then, Madhava (Krishna) and the son of Pandu (Arjuna), seated in the magnificent chariot yoked with white horses, blew divine conches.",0
122,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"King Yudhishthira, the son of Kunti, blew the Anantavijaya; Nakula and Sahadeva blew the Sughosha and the Manipushpaka.",0
123,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
124,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"Drupada and the sons of Draupadi, O Lord of the Earth, and the son of Subhadra, the mighty-armed, blew their conches each separately.",0
125,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"Therefore, do all of you, stationed in your respective positions in the several divisions of the army, protect Bhishma alone.",0
126,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"Our army, marshalled by Bhishma, is insufficient, whereas theirs, marshalled by Bhima, is sufficient.",0
127,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"""Thou thyself, Bhishma, Karna, Kripa, the victorious in war, Asvatthama, Vikarna, and Bhurisrava, the son of Somadatta—all these are ready for battle.""",0
128,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"All the sons of Dhritarashtra, along with the hosts of kings of the earth, Bhishma, Drona, and Karna, as well as the chief among our warriors.",0
129,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"In front of Bhishma and Drona, and all the rulers of the earth, he said: ""O Arjuna, son of Pritha, behold these Kurus gathered together.""",0
130,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"Hrishikesha blew the Panchajanya, Arjuna blew the Devadatta, and Bhima, the wolf-bellied doer of terrible deeds, blew the great conch Paundra.",0
131,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"Dhritarashtra said, ""What did my people and the sons of Pandu do when they had assembled together, eager for battle, on the holy plain of Kurukshetra, O Sanjaya?""",0
132,What happened after Bhishma blew his conch?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
133,What happened after Bhishma blew his conch?,"Drupada and the sons of Draupadi, O Lord of the Earth, and the son of Subhadra, the mighty-armed, blew their conches each separately.",0
134,What happened after Bhishma blew his conch?,"King Yudhishthira, the son of Kunti, blew the Anantavijaya; Nakula and Sahadeva blew the Sughosha and the Manipushpaka.",0
135,What happened after Bhishma blew his conch?,"Sanjaya said: Having seen the army of the Pandavas drawn up in battle array, King Duryodhana approached his teacher, Drona, and spoke these words.",0
136,What happened after Bhishma blew his conch?,"Then, suddenly, conches, kettledrums, tabors, drums, and cow horns blared forth from the Kaurava side, and the sound was tremendous.",0
137,What happened after Bhishma blew his conch?,"Then, seeing the people of Dhritarashtra's party standing arrayed and the discharge of weapons about to begin, Arjuna, the son of Pandu whose ensign was a monkey, took up his bow and said the following to Krishna, O Lord of the Earth.",0
138,What happened after Bhishma blew his conch?,"The Blessed Lord said: He who performs his bounden duty without depending on the fruits of his actions—he is a sannyasi and a yogi, not he who is without fire and without action.",0
139,What happened after Bhishma blew his conch?,"Then, Arjuna, filled with wonder and his hair standing on end, bowed his head to the God and spoke with palms joined.",0
140,What happened after Bhishma blew his conch?,"Then, Madhava (Krishna) and the son of Pandu (Arjuna), seated in the magnificent chariot yoked with white horses, blew divine conches.",0
141,What happened after Bhishma blew his conch?,"Then, Arjuna (son of Pritha) saw there (in the armies) stationed fathers, grandfathers, teachers, maternal uncles, brothers, sons, grandsons, and friends.",0
142,What happened after Bhishma blew his conch?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
143,Who was the first person from the Pandava side to blow the conch?,"To him who was despondent in the midst of the two armies, Krishna, smiling, O Bharata, spoke these words.",0
144,Who was the first person from the Pandava side to blow the conch?,"The Blessed Lord said, ""Behold, O Arjuna, forms of Mine, by the hundreds and thousands, of different sorts, divine, and of various colors and shapes.""",0
145,Who was the first person from the Pandava side to blow the conch?,"Then, seeing the people of Dhritarashtra's party standing arrayed and the discharge of weapons about to begin, Arjuna, the son of Pandu whose ensign was a monkey, took up his bow and said the following to Krishna, O Lord of the Earth.",0
146,Who was the first person from the Pandava side to blow the conch?,"Here are heroes, mighty archers, equal in battle to Bhima and Arjuna, Yuyudhana (Satyaki), Virata, and Drupada—all mighty warriors.",0
147,Who was the first person from the Pandava side to blow the conch?,"Arjuna said, ""You are the Supreme Brahman, the supreme abode, the supreme purifier, eternal, divine Person, the primeval God, unborn, and omnipresent.""",0
148,Who was the first person from the Pandava side to blow the conch?,"Arjuna said, ""O God, I see all the gods in Your body, as well as hosts of various classes of beings, Brahma the Lord seated on the lotus, all the sages, and the celestial serpents.""",0
149,Who was the first person from the Pandava side to blow the conch?,"Sanjaya said, Having thus spoken to Arjuna, Krishna again showed His own form. The great Soul, assuming His gentle form, then consoled Arjuna, who was terrified.",0
150,Who was the first person from the Pandava side to blow the conch?,"And among the Rudras, I am Sankara; among the Yakshas and Rakshasas, the Lord of Wealth (Kubera); among the Vasus, I am Pavaka (Fire); and among the seven mountains, I am Meru.",0
151,Who was the first person from the Pandava side to blow the conch?,"Drupada and the sons of Draupadi, O Lord of the Earth, and the son of Subhadra, the mighty-armed, blew their conches each separately.",0
152,Who was the first person from the Pandava side to blow the conch?,"Then, Madhava (Krishna) and the son of Pandu (Arjuna), seated in the magnificent chariot yoked with white horses, blew divine conches.",0
153,Who was the first person from the Pandava side to blow the conch?,"The Rudras, Adityas, Vasus, Sadhyas, Visvedevas, the two Asvins, Maruts, the Manus, and the hosts of celestial singers, Yakshas, demons, and the perfected ones, all look upon Thee with great amazement.",0
154,"What were the names of the conches of Krishna, Arjuna and Bhima?","The king of Kasi, an excellent archer, Sikhandi, the mighty car-warrior, Dhrishtadyumna, Virata, and Satyaki, the unconquered.",0
155,"What were the names of the conches of Krishna, Arjuna and Bhima?","The strong Yudhamanyu and the brave Uttamaujas, the son of Subhadra (Abhimanyu, the son of Subhadra and Arjuna), and the sons of Draupadi, all of them great charioteers (great heroes).""",0
156,"What were the names of the conches of Krishna, Arjuna and Bhima?","All the sons of Dhritarashtra, along with the hosts of kings of the earth, Bhishma, Drona, and Karna, as well as the chief among our warriors.",0
