,Questions,Answers,Label
33,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"Hrishikesha blew the Panchajanya, Arjuna blew the Devadatta, and Bhima, the wolf-bellied doer of terrible deeds, blew the great conch Paundra.",0
34,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"""Thou thyself, Bhishma, Karna, Kripa, the victorious in war, Asvatthama, Vikarna, and Bhurisrava, the son of Somadatta—all these are ready for battle.""",0
35,What did Duryodhana say about the warriors on his side in the Mahabharata war?,"Sanjaya said: Having seen the army of the Pandavas drawn up in battle array, King Duryodhana approached his teacher, Drona, and spoke these words.",0
36,What did Duryodhana say while comparing his army with the Pandava army?,"Hrishikesha blew the Panchajanya, Arjuna blew the Devadatta, and Bhima, the wolf-bellied doer of terrible deeds, blew the great conch Paundra.",0
37,What did Duryodhana say while comparing his army with the Pandava army?,"Then, Madhava (Krishna) and the son of Pandu (Arjuna), seated in the magnificent chariot yoked with white horses, blew divine conches.",0
38,What did Duryodhana say while comparing his army with the Pandava army?,"King Yudhishthira, the son of Kunti, blew the Anantavijaya; Nakula and Sahadeva blew the Sughosha and the Manipushpaka.",0
39,What did Duryodhana say while comparing his army with the Pandava army?,"Hrishikesha blew the Panchajanya, Arjuna blew the Devadatta, and Bhima, the wolf-bellied doer of terrible deeds, blew the great conch Paundra.",0
40,What did Duryodhana ask Drona to primarily do during the war?,"Drupada and the sons of Draupadi, O Lord of the Earth, and the son of Subhadra, the mighty-armed, blew their conches each separately.",0
41,What did Duryodhana ask Drona to primarily do during the war?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
42,What did Duryodhana ask Drona to primarily do during the war?,"Then, Madhava (Krishna) and the son of Pandu (Arjuna), seated in the magnificent chariot yoked with white horses, blew divine conches.",0
43,What did Duryodhana ask Drona to primarily do during the war?,"Then, Arjuna (son of Pritha) saw there (in the armies) stationed fathers, grandfathers, teachers, maternal uncles, brothers, sons, grandsons, and friends.",0
44,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"To him who was despondent in the midst of the two armies, Krishna, smiling, O Bharata, spoke these words.",0
45,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"The Rudras, Adityas, Vasus, Sadhyas, Visvedevas, the two Asvins, Maruts, the Manus, and the hosts of celestial singers, Yakshas, demons, and the perfected ones, all look upon Thee with great amazement.",0
46,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"Drupada and the sons of Draupadi, O Lord of the Earth, and the son of Subhadra, the mighty-armed, blew their conches each separately.",0
47,What did Bhishma do to cheer up Duryodhana during the Mahabharata war?,"Then, Madhava (Krishna) and the son of Pandu (Arjuna), seated in the magnificent chariot yoked with white horses, blew divine conches.",0
48,What happened after Bhishma blew his conch?,"Sanjaya said: Having seen the army of the Pandavas drawn up in battle array, King Duryodhana approached his teacher, Drona, and spoke these words.",0
49,What happened after Bhishma blew his conch?,"Here are heroes, mighty archers, equal in battle to Bhima and Arjuna, Yuyudhana (Satyaki), Virata, and Drupada—all mighty warriors.",0
50,What happened after Bhishma blew his conch?,"The strong Yudhamanyu and the brave Uttamaujas, the son of Subhadra (Abhimanyu, the son of Subhadra and Arjuna), and the sons of Draupadi, all of them great charioteers (great heroes).""",0
51,What happened after Bhishma blew his conch?,"Then, Madhava (Krishna) and the son of Pandu (Arjuna), seated in the magnificent chariot yoked with white horses, blew divine conches.",0
52,Who was the first person from the Pandava side to blow the conch?,"Hrishikesha blew the Panchajanya, Arjuna blew the Devadatta, and Bhima, the wolf-bellied doer of terrible deeds, blew the great conch Paundra.",0
53,Who was the first person from the Pandava side to blow the conch?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
54,Who was the first person from the Pandava side to blow the conch?,"His glorious grandsire, the oldest of the Kauravas, roared like a lion to cheer Duryodhana and blew his conch.",0
55,Who was the first person from the Pandava side to blow the conch?,"Then, suddenly, conches, kettledrums, tabors, drums, and cow horns blared forth from the Kaurava side, and the sound was tremendous.",0
56,"What were the names of the conches of Krishna, Arjuna and Bhima?","Hrishikesha blew the Panchajanya, Arjuna blew the Devadatta, and Bhima, the wolf-bellied doer of terrible deeds, blew the great conch Paundra.",0
57,"What were the names of the conches of Krishna, Arjuna and Bhima?","Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
58,"What were the names of the conches of Krishna, Arjuna and Bhima?","Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
59,"What were the names of the conches of Krishna, Arjuna and Bhima?","The Blessed Lord said, ""Behold, O Arjuna, forms of Mine, by the hundreds and thousands, of different sorts, divine, and of various colors and shapes.""",0
60,"What were the names of the conches of Yudhisthira, Nakula and Sahadeva?","Arjuna said, ""O Krishna, seeing my kinsmen arrayed here, eager to fight,",0
61,"What were the names of the conches of Yudhisthira, Nakula and Sahadeva?","Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
62,"What were the names of the conches of Yudhisthira, Nakula and Sahadeva?","Then, seeing the people of Dhritarashtra's party standing arrayed and the discharge of weapons about to begin, Arjuna, the son of Pandu whose ensign was a monkey, took up his bow and said the following to Krishna, O Lord of the Earth.",0
63,"What were the names of the conches of Yudhisthira, Nakula and Sahadeva?","Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
64,Who else fought from the Pandava side?,"Arjuna said, ""O Krishna, seeing my kinsmen arrayed here, eager to fight,",0
65,Who else fought from the Pandava side?,"Sanjaya said, Thus addressed by Arjuna, Krishna stationed the best of chariots, O Dhritarashtra, in the midst of the two armies.",0
66,Who else fought from the Pandava side?,"Arjuna said, ""O Krishna, seeing my kinsmen arrayed here, eager to fight,",0
67,Who else fought from the Pandava side?,"The Blessed Lord said, Again, O mighty-armed Arjuna, listen to my supreme word which I will declare to you, who are beloved, for your welfare.",0
68,Who else from the Pandava side blow their conch?,"Then, Arjuna, filled with wonder and his hair standing on end, bowed his head to the God and spoke with palms joined.",0
69,Who else from the Pandava side blow their conch?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
70,Who else from the Pandava side blow their conch?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
71,Who else from the Pandava side blow their conch?,"Sanjaya said, Having thus spoken in the midst of the battlefield, Arjuna cast away his bow and arrow and, his mind overwhelmed with sorrow, sat down on the seat of the chariot.",0
72,What was the reaction of Kauravas after the Pandava side blew their conches?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
73,What was the reaction of Kauravas after the Pandava side blew their conches?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
74,What was the reaction of Kauravas after the Pandava side blew their conches?,"Sanjaya said, Thus addressed by Arjuna, Krishna stationed the best of chariots, O Dhritarashtra, in the midst of the two armies.",0
75,What was the reaction of Kauravas after the Pandava side blew their conches?,"The Blessed Lord said, Again, O mighty-armed Arjuna, listen to my supreme word which I will declare to you, who are beloved, for your welfare.",0
76,What was depicted on Arjuna's chariot flag?,"He saw fathers-in-law and friends in both the armies. The son of Kunti, Arjuna, seeing all those kinsmen thus standing arrayed, spoke sorrowfully, deeply filled with pity.",0
77,What was depicted on Arjuna's chariot flag?,"Arjuna said, ""O Krishna, seeing my kinsmen arrayed here, eager to fight,",0
78,What was depicted on Arjuna's chariot flag?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
79,What was depicted on Arjuna's chariot flag?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
80,What did Arjuna first ask Krishna to do in the Mahabharata war?,"Sanjaya said, Thus addressed by Arjuna, Krishna stationed the best of chariots, O Dhritarashtra, in the midst of the two armies.",0
81,What did Arjuna first ask Krishna to do in the Mahabharata war?,"He saw fathers-in-law and friends in both the armies. The son of Kunti, Arjuna, seeing all those kinsmen thus standing arrayed, spoke sorrowfully, deeply filled with pity.",0
82,What did Arjuna first ask Krishna to do in the Mahabharata war?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
83,What did Arjuna first ask Krishna to do in the Mahabharata war?,"Sanjaya said, Having thus spoken to Arjuna, Krishna again showed His own form. The great Soul, assuming His gentle form, then consoled Arjuna, who was terrified.",0
84,Why did Arjuna want Krishna to draw his chariot between the two armies?,"Then, Arjuna (son of Pritha) saw there (in the armies) stationed fathers, grandfathers, teachers, maternal uncles, brothers, sons, grandsons, and friends.",0
85,Why did Arjuna want Krishna to draw his chariot between the two armies?,"He saw fathers-in-law and friends in both the armies. The son of Kunti, Arjuna, seeing all those kinsmen thus standing arrayed, spoke sorrowfully, deeply filled with pity.",0
86,Why did Arjuna want Krishna to draw his chariot between the two armies?,"Arjuna said, ""O Krishna, seeing my kinsmen arrayed here, eager to fight,",0
87,Why did Arjuna want Krishna to draw his chariot between the two armies?,"Sanjaya said, Having thus spoken in the midst of the battlefield, Arjuna cast away his bow and arrow and, his mind overwhelmed with sorrow, sat down on the seat of the chariot.",0
88,What did Arjuna want to observe at the beginning of the war?,"Then, Arjuna (son of Pritha) saw there (in the armies) stationed fathers, grandfathers, teachers, maternal uncles, brothers, sons, grandsons, and friends.",0
89,What did Arjuna want to observe at the beginning of the war?,"He saw fathers-in-law and friends in both the armies. The son of Kunti, Arjuna, seeing all those kinsmen thus standing arrayed, spoke sorrowfully, deeply filled with pity.",0
90,What did Arjuna want to observe at the beginning of the war?,"He saw fathers-in-law and friends in both the armies. The son of Kunti, Arjuna, seeing all those kinsmen thus standing arrayed, spoke sorrowfully, deeply filled with pity.",0
91,What did Arjuna want to observe at the beginning of the war?,"Then, Arjuna (son of Pritha) saw there (in the armies) stationed fathers, grandfathers, teachers, maternal uncles, brothers, sons, grandsons, and friends.",0
92,Where did Krishna place the chariot?,"Arjuna said, ""O Krishna, seeing my kinsmen arrayed here, eager to fight,",0
93,Where did Krishna place the chariot?,"Thus, knowing Him who is superior to the intellect and restraining the self by the Self, slay thou, O mighty-armed Arjuna, the enemy in the form of desire, hard to conquer.",0
94,Where did Krishna place the chariot?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
95,Where did Krishna place the chariot?,"Soon he becomes righteous and attains eternal peace; O Arjuna, proclaim thou for certain that My devotee never perishes.",0
96,In front of whom did Krishna place the chariot?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
97,In front of whom did Krishna place the chariot?,"Thus, knowing Him who is superior to the intellect and restraining the self by the Self, slay thou, O mighty-armed Arjuna, the enemy in the form of desire, hard to conquer.",0
98,In front of whom did Krishna place the chariot?,"The Blessed Lord said, Again, O mighty-armed Arjuna, listen to my supreme word which I will declare to you, who are beloved, for your welfare.",0
99,In front of whom did Krishna place the chariot?,"The Blessed Lord said, ""O Arjuna, hear how you shall, without doubt, know Me fully, with your mind intent on Me, practicing Yoga and taking refuge in Me.""",0
100,Which relatives did Arjuna see on the other side in the war?,"Arjuna said, ""What are the marks of one who has transcended the three qualities, O Lord? What is their conduct, and how do they go beyond these three qualities?""",0
101,Which relatives did Arjuna see on the other side in the war?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
102,Which relatives did Arjuna see on the other side in the war?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
103,Which relatives did Arjuna see on the other side in the war?,"Arjuna said, ""But what compels man to commit sin, even against his wishes, O Varshneya (Krishna), as if constrained by force?""",0
104,Whom did Arjuna see when Krishna placed his chariot in the middle of the two armies?,"Soon he becomes righteous and attains eternal peace; O Arjuna, proclaim thou for certain that My devotee never perishes.",0
105,Whom did Arjuna see when Krishna placed his chariot in the middle of the two armies?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
106,Whom did Arjuna see when Krishna placed his chariot in the middle of the two armies?,"He saw fathers-in-law and friends in both the armies. The son of Kunti, Arjuna, seeing all those kinsmen thus standing arrayed, spoke sorrowfully, deeply filled with pity.",0
107,Whom did Arjuna see when Krishna placed his chariot in the middle of the two armies?,"Soon he becomes righteous and attains eternal peace; O Arjuna, proclaim thou for certain that My devotee never perishes.",0
108,Seeing whom did Arjuna become emotional during the war?,"O Arjuna, bound by your own Karma (action) born of your own nature, that which from delusion you wish not to do, even that you shall do helplessly.",0
109,Seeing whom did Arjuna become emotional during the war?,"O Arjuna, bound by your own Karma (action) born of your own nature, that which from delusion you wish not to do, even that you shall do helplessly.",0
110,Seeing whom did Arjuna become emotional during the war?,"O Arjuna, bound by your own Karma (action) born of your own nature, that which from delusion you wish not to do, even that you shall do helplessly.",0
111,Seeing whom did Arjuna become emotional during the war?,"Arjuna said, ""You are the Supreme Brahman, the supreme abode, the supreme purifier, eternal, divine Person, the primeval God, unborn, and omnipresent.""",0
112,What happened to Arjuna's limbs when he saw so many relatives in the enemy's army?,"The Blessed Lord said, Again, O mighty-armed Arjuna, listen to my supreme word which I will declare to you, who are beloved, for your welfare.",0
113,What happened to Arjuna's limbs when he saw so many relatives in the enemy's army?,"Arjuna said, ""Having seen this Thy gentle human form, O Krishna, now I am composed and have been restored to my own nature.""",0
114,What happened to Arjuna's limbs when he saw so many relatives in the enemy's army?,"Arjuna said, ""O Krishna, seeing my kinsmen arrayed here, eager to fight,",0
115,What happened to Arjuna's limbs when he saw so many relatives in the enemy's army?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
116,What happened to Arjuna's bow when he saw so many relatives in the enemy's army?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
117,What happened to Arjuna's bow when he saw so many relatives in the enemy's army?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
118,What happened to Arjuna's bow when he saw so many relatives in the enemy's army?,"Then, Arjuna (son of Pritha) saw there (in the armies) stationed fathers, grandfathers, teachers, maternal uncles, brothers, sons, grandsons, and friends.",0
119,What happened to Arjuna's bow when he saw so many relatives in the enemy's army?,"He saw fathers-in-law and friends in both the armies. The son of Kunti, Arjuna, seeing all those kinsmen thus standing arrayed, spoke sorrowfully, deeply filled with pity.",0
120,What was Arjuna's reaction when he saw so many relatives in the enemy's army?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
121,What was Arjuna's reaction when he saw so many relatives in the enemy's army?,"The Blessed Lord said, Again, O mighty-armed Arjuna, listen to my supreme word which I will declare to you, who are beloved, for your welfare.",0
122,What was Arjuna's reaction when he saw so many relatives in the enemy's army?,"The Blessed Lord said, ""Very well! Now I will declare to you My divine glories in their prominence, O Arjuna; there is no end to their detailed description.""",0
123,What was Arjuna's reaction when he saw so many relatives in the enemy's army?,"Soon he becomes righteous and attains eternal peace; O Arjuna, proclaim thou for certain that My devotee never perishes.",0
124,Where in the Gita does Arjuna say that he has no desire for empire or victory?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
125,Where in the Gita does Arjuna say that he has no desire for empire or victory?,"O Arjuna, bound by your own Karma (action) born of your own nature, that which from delusion you wish not to do, even that you shall do helplessly.",0
126,Where in the Gita does Arjuna say that he has no desire for empire or victory?,"Then, Arjuna (son of Pritha) saw there (in the armies) stationed fathers, grandfathers, teachers, maternal uncles, brothers, sons, grandsons, and friends.",0
127,Where in the Gita does Arjuna say that he has no desire for empire or victory?,"Hear thou the threefold division of intellect and firmness, according to the Gunas, as I declare them fully and distinctly, O Arjuna.",0
128,Why did Arjuna say that he has no desire for victory or the empire?,"Arjuna said, ""O Krishna, seeing my kinsmen arrayed here, eager to fight,",0
129,Why did Arjuna say that he has no desire for victory or the empire?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
130,Why did Arjuna say that he has no desire for victory or the empire?,"The Blessed Lord said, ""Very well! Now I will declare to you My divine glories in their prominence, O Arjuna; there is no end to their detailed description.""",0
131,Why did Arjuna say that he has no desire for victory or the empire?,"Then, Arjuna (son of Pritha) saw there (in the armies) stationed fathers, grandfathers, teachers, maternal uncles, brothers, sons, grandsons, and friends.",0
132,What did Arjuna say about the way teachers and relatives are to be treated?,"Arjuna said, ""But what compels man to commit sin, even against his wishes, O Varshneya (Krishna), as if constrained by force?""",0
133,What did Arjuna say about the way teachers and relatives are to be treated?,"Soon he becomes righteous and attains eternal peace; O Arjuna, proclaim thou for certain that My devotee never perishes.",0
134,What did Arjuna say about the way teachers and relatives are to be treated?,"He who does not follow the wheel thus set in motion, who is of sinful life, rejoicing in the senses, lives in vain, O Arjuna.",0
135,What did Arjuna say about the way teachers and relatives are to be treated?,"Thus, knowing Him who is superior to the intellect and restraining the self by the Self, slay thou, O mighty-armed Arjuna, the enemy in the form of desire, hard to conquer.",0
136,Where in the Gita does Arjuna say that he will not kill his relatives even if they kill him?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
137,Where in the Gita does Arjuna say that he will not kill his relatives even if they kill him?,"The Blessed Lord said, Again, O mighty-armed Arjuna, listen to my supreme word which I will declare to you, who are beloved, for your welfare.",0
138,Where in the Gita does Arjuna say that he will not kill his relatives even if they kill him?,"The Blessed Lord said, ""O Arjuna, neither in this world nor in the next will there be destruction for him; none, indeed, who does good, O my son, ever comes to grief.""",0
139,Where in the Gita does Arjuna say that he will not kill his relatives even if they kill him?,"One should not, O Arjuna, abandon the duty to which one is born, though it may be faulty; for, all undertakings are enveloped by evil, just as fire is by smoke.",0
140,What did Arjuna say will happen if he killed his own relatives?,"One should not, O Arjuna, abandon the duty to which one is born, though it may be faulty; for, all undertakings are enveloped by evil, just as fire is by smoke.",0
141,What did Arjuna say will happen if he killed his own relatives?,"Sanjaya said, Having thus spoken, O king, the great Lord of Yoga, Hari (Krishna), showed Arjuna His supreme form as the Lord.",0
142,What did Arjuna say will happen if he killed his own relatives?,"Sanjaya said, Having thus spoken to Arjuna, Krishna again showed His own form. The great Soul, assuming His gentle form, then consoled Arjuna, who was terrified.",0
143,What did Arjuna say will happen if he killed his own relatives?,"Sanjaya said, Thus, I have heard this wonderful dialogue between Krishna and the high-souled Arjuna, which causes one's hair to stand on end.",0
144,What according to Arjuna is the effect of killing our own kin?,"Arjuna said, ""O Krishna, seeing my kinsmen arrayed here, eager to fight,",0
145,What according to Arjuna is the effect of killing our own kin?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
146,What according to Arjuna is the effect of killing our own kin?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
147,What according to Arjuna is the effect of killing our own kin?,"Arjuna said, ""O Krishna, seeing my kinsmen arrayed here, eager to fight,",0
148,What did Arjuna say about the nature of Kauravas?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
149,What did Arjuna say about the nature of Kauravas?,"Arjuna said, ""O Krishna, place my chariot in the middle between the two armies, so that I may behold those who stand here, desirous to fight, and know with whom I must fight when the battle is about to commence.""",0
150,What did Arjuna say about the nature of Kauravas?,"Of the strong, I am the strength devoid of desire and attachment, and in all beings, I am the desire in accordance with Dharma, O Arjuna.",0
151,What did Arjuna say about the nature of Kauravas?,"The great chariot-warriors will think that you have withdrawn from the battle out of fear, and you will be held in low esteem by those who have held you in high regard.",0
152,Why did Arjuna want to turn away from the battle?,"Therefore, at all times, remember Me only and fight. With your mind and intellect fixed on Me, you will undoubtedly come to Me alone.",0
153,Why did Arjuna want to turn away from the battle?,"But he who knows the Truth, O mighty-armed Arjuna, about the divisions of the qualities and their functions, knowing that the Gunas, as senses, move amidst the Gunas, as the sense-objects, is not attached.",0
154,Why did Arjuna want to turn away from the battle?,"Sanjaya said, Having thus spoken in the midst of the battlefield, Arjuna cast away his bow and arrow and, his mind overwhelmed with sorrow, sat down on the seat of the chariot.",0
155,Why did Arjuna want to turn away from the battle?,"Then, seeing the people of Dhritarashtra's party standing arrayed and the discharge of weapons about to begin, Arjuna, the son of Pandu whose ensign was a monkey, took up his bow and said the following to Krishna, O Lord of the Earth.",0
156,What did Arjuna say would happen to his family if he kills his own clan?,"Arjuna said, ""O Madhusudana, how can I fight in battle with arrows against Bhishma and Drona, who are worthy of being worshipped, O destroyer of enemies?""",0
157,What did Arjuna say would happen to his family if he kills his own clan?,"Sanjaya said, Having thus spoken in the midst of the battlefield, Arjuna cast away his bow and arrow and, his mind overwhelmed with sorrow, sat down on the seat of the chariot.",0
158,What did Arjuna say would happen to his family if he kills his own clan?,"But he who knows the Truth, O mighty-armed Arjuna, about the divisions of the qualities and their functions, knowing that the Gunas, as senses, move amidst the Gunas, as the sense-objects, is not attached.",0
159,What did Arjuna say would happen to his family if he kills his own clan?,"Arjuna said, ""O Madhusudana, how can I fight in battle with arrows against Bhishma and Drona, who are worthy of being worshipped, O destroyer of enemies?""",0
